OrderID,OrderDate,CustomerID,Region,ProductCategory,ProductName,Channel,UnitPrice,Quantity,Discount,ShippingCost,Revenue,Returned,UnitCost,ListPrice,GrossMarginPct,Supplier,Segment,AcquisitionChannel,SignupYear,LoyaltyTier,ReturnReason,RefundAmount,RestockedFlag,COGS,GrossProfit,NetContribution
ORD50629,2025-02-05,C1007,West,Home,Ceramic Mug,Online,38.13,1,0.1,0.00,34.32,false,27.46,47.34,0.42,Meridian,Returning,Organic,2024,Bronze,,0,,27.46,6.86,6.86
ORD50446,2025-04-01,C1096,East,Beauty,Face Serum,In-Store,60.05,1,0.1,0.00,54.05,false,17.07,37.93,0.55,Northwind,New,Paid Social,2024,Bronze,,0,,17.07,36.98,36.98
ORD50863,2025-11-25,C1043,Midwest,Home,Ceramic Mug,In-Store,38.68,2,0.2,0.00,61.89,false,27.46,47.34,0.42,Meridian,New,Paid Social,2024,Bronze,,0,,54.92,6.97,6.97
ORD50747,2025-08-21,C1164,South,Beauty,Bath Set,Online,51.98,2,0.05,0.00,98.76,false,19.67,43.71,0.55,Umbra,Returning,Organic,2024,Bronze,,0,,39.34,59.42,59.42
ORD50299,2025-10-13,C1170,South,Home,Ceramic Mug,Mobile App,68.94,1,0.15,9.44,58.60,false,27.46,47.34,0.42,Meridian,New,Paid Social,2023,Silver,,0,,27.46,31.14,31.14
ORD50468,2025-08-04,C1079,South,Home,Ceramic Mug,Mobile App,50.06,2,0,9.69,100.12,false,27.46,47.34,0.42,Meridian,Returning,Paid Social,2025,Silver,,0,,54.92,45.20,45.20
ORD50528,2025-07-17,C1138,West,Accessories,Wool Scarf,Mobile App,63.28,3,0,0.00,189.84,false,29.0,57.99,0.5,Northwind,Returning,Referral,2023,Silver,,0,,87.00,102.84,102.84
ORD50589,2025-08-12,C1040,East,Accessories,Wool Scarf,In-Store,41.25,1,0,0.00,41.25,false,29.0,57.99,0.5,Northwind,Returning,Organic,2024,Silver,,0,,29.00,12.25,12.25
ORD50578,2025-04-24,C1099,Midwest,Beauty,Face Serum,In-Store,18.87,3,0.05,0.00,53.78,false,17.07,37.93,0.55,Northwind,VIP,Email,2023,Silver,,0,,51.21,2.57,2.57
ORD50918,2025-06-05,C1040,East,Home,Cotton Throw,Mobile App,41.77,2,0,10.78,83.54,false,27.21,46.91,0.42,Acme,Returning,Organic,2024,Silver,,0,,54.42,29.12,29.12
ORD50237,2025-05-22,C1052,Midwest,Beauty,Hand Cream,In-Store,38.71,1,0,0.00,38.71,false,17.77,39.49,0.55,Northwind,Returning,Email,2025,Bronze,,0,,17.77,20.94,20.94
ORD50633,2025-01-09,C1064,South,Accessories,Tote Bag,In-Store,47.02,2,0,0.00,94.04,false,25.12,50.23,0.5,Globex,Returning,Email,2024,Silver,,0,,50.24,43.80,43.80
ORD50586,2025-10-22,C1040,East,Footwear,Canvas Sneakers,Mobile App,56.84,2,0,8.17,113.68,false,93.6,111.96,0.164,Northwind,Returning,Organic,2024,Silver,,0,,187.20,-73.52,-73.52
ORD50156,2025-10-11,C1139,Midwest,Home,Table Lamp,Online,68.79,1,0,0.00,68.79,false,26.19,45.15,0.42,Acme,New,Paid Social,2025,Bronze,,0,,26.19,42.60,42.60
ORD50899,2025-04-28,C1022,East,Footwear,Running Shoes,In-Store,140.87,5,0.3,0.00,493.04,false,94.62,113.18,0.164,Meridian,VIP,Email,2023,Gold,,0,,473.10,19.94,19.94
ORD50868,2025-05-22,C1105,East,Beauty,Face Serum,Online,63.40,1,0,6.84,63.40,true,17.07,37.93,0.55,Northwind,Returning,Organic,2023,Gold,Wrong size / poor fit,57.72,N,17.07,46.33,-11.39
ORD50811,2025-03-27,C1149,West,Apparel,Summer Dress,Online,55.85,1,0.05,9.01,53.06,true,40.56,71.29,0.431,Globex,New,Paid Social,2023,Bronze,Not as described,46.81,Y,40.56,12.50,-34.31
ORD50099,2025-12-01,C1017,Midwest,Apparel,Denim Jacket,Online,31.41,2,0.1,0.00,56.54,false,45.49,79.95,0.431,Meridian,New,Organic,2024,Bronze,,0,,90.98,-34.44,-34.44
ORD50075,2025-01-14,C1169,West,Beauty,Face Serum,In-Store,57.49,5,0.1,0.00,258.70,false,17.07,37.93,0.55,Northwind,VIP,Referral,2024,Gold,,0,,85.35,173.35,173.35
ORD50064,2025-10-12,C1162,Midwest,Beauty,Perfume,Online,15.49,2,0.15,6.71,26.33,true,15.84,35.21,0.55,Acme,New,Paid Social,2025,Bronze,Changed mind,25.83,Y,31.68,-5.35,-31.18
ORD50773,2025-02-28,C1119,South,Accessories,Sunglasses,Mobile App,41.46,1,0.05,0.00,39.39,false,26.16,52.33,0.5,Northwind,Returning,Organic,2024,Gold,,0,,26.16,13.23,13.23
ORD50395,2025-11-06,C1030,South,Accessories,Tote Bag,Mobile App,54.06,4,0,4.42,216.24,false,25.12,50.23,0.5,Globex,Returning,Referral,2023,Bronze,,0,,100.48,115.76,115.76
ORD50642,2025-08-17,C1156,West,Accessories,Baseball Cap,In-Store,22.59,2,0,0.00,45.18,false,26.45,52.9,0.5,Meridian,New,Paid Social,2024,Bronze,,0,,52.90,-7.72,-7.72
ORD50371,2025-10-20,C1016,South,Accessories,Tote Bag,Online,31.73,2,0,6.62,63.46,false,25.12,50.23,0.5,Globex,Returning,Referral,2025,Silver,,0,,50.24,13.22,13.22
ORD50399,2025-06-25,C1116,Midwest,Footwear,Canvas Sneakers,In-Store,112.69,1,0.05,0.00,107.06,false,93.6,111.96,0.164,Northwind,Returning,Paid Social,2025,Bronze,,0,,93.60,13.46,13.46
ORD50493,2025-01-28,C1031,South,Accessories,Wool Scarf,Mobile App,98.77,3,0.05,4.57,281.49,true,29.0,57.99,0.5,Northwind,VIP,Referral,2024,Gold,Defective,274.95,N,87.00,194.49,-80.46
ORD50525,2025-05-25,C1004,South,Home,Wall Art,Online,28.50,2,0.2,0.00,45.60,false,28.69,49.47,0.42,Globex,New,Email,2024,Bronze,,0,,57.38,-11.78,-11.78
ORD50532,2025-08-01,C1024,West,Accessories,Wool Scarf,Online,53.41,2,0.3,11.15,74.77,false,29.0,57.99,0.5,Northwind,Returning,Paid Social,2024,Bronze,,0,,58.00,16.77,16.77
ORD50885,2025-03-29,C1048,South,Accessories,Wool Scarf,In-Store,86.69,1,0.2,0.00,69.35,false,29.0,57.99,0.5,Northwind,Returning,Paid Social,2024,Bronze,,0,,29.00,40.35,40.35
ORD50412,2025-10-06,C1057,South,Apparel,Wool Sweater,Mobile App,64.62,2,0,11.07,129.24,false,35.65,62.66,0.431,Acme,Returning,Referral,2025,Bronze,,0,,71.30,57.94,57.94
ORD50071,2025-09-29,C1111,West,Accessories,Wool Scarf,Online,33.99,1,0.2,9.75,27.19,false,29.0,57.99,0.5,Northwind,New,Paid Social,2023,Silver,,0,,29.00,-1.81,-1.81
ORD50626,2025-04-19,C1046,West,Home,Throw Pillow,Online,68.37,1,0.15,5.11,58.11,false,26.26,45.27,0.42,Acme,New,Organic,2024,Bronze,,0,,26.26,31.85,31.85
ORD50676,2025-09-16,C1068,East,Beauty,,Online,35.57,2,0.15,10.42,60.47,false,,,,,New,Email,2025,Bronze,,0,,,,
ORD50820,2025-04-06,C1074,West,Accessories,Baseball Cap,In-Store,67.27,2,0.3,0.00,94.18,false,26.45,52.9,0.5,Meridian,New,Paid Social,2023,Bronze,,0,,52.90,41.28,41.28
ORD50262,2025-09-20,C1170,South,Accessories,,In-Store,22.59,1,0.2,0.00,18.07,false,,,,,New,Paid Social,2023,Silver,,0,,,,
ORD50175,2025-02-21,C1149,West,Apparel,Classic Tee,Online,33.55,1,0.4,4.63,20.13,true,40.01,70.32,0.431,Acme,New,Paid Social,2023,Bronze,Wrong size / poor fit,18.83,Y,40.01,-19.88,-38.71
ORD50269,2025-12-10,C1122,East,Apparel,Wool Sweater,Mobile App,34.19,2,0,5.33,68.38,false,35.65,62.66,0.431,Acme,New,Referral,2024,Silver,,0,,71.30,-2.92,-2.92
ORD50459,2025-12-12,C1116,Midwest,Accessories,Tote Bag,In-Store,41.63,3,0,0.00,124.89,false,25.12,50.23,0.5,Globex,Returning,Paid Social,2025,Bronze,,0,,75.36,49.53,49.53
ORD50271,2025-08-17,C1170,South,Home,Cotton Throw,In-Store,54.17,3,0,0.00,162.51,false,27.21,46.91,0.42,Acme,New,Paid Social,2023,Silver,,0,,81.63,80.88,80.88
ORD50761,2025-09-18,C1007,West,Beauty,Hand Cream,Mobile App,23.72,4,0.2,8.66,75.90,false,17.77,39.49,0.55,Northwind,Returning,Organic,2024,Bronze,,0,,71.08,4.82,4.82
ORD50418,2025-11-19,C1014,West,Footwear,Running Shoes,In-Store,133.81,3,0.35,0.00,260.93,false,94.62,113.18,0.164,Meridian,Returning,Email,2024,Silver,,0,,283.86,-22.93,-22.93
ORD50866,2025-08-14,C1163,South,Home,Ceramic Mug,Mobile App,56.86,2,0.05,4.12,108.03,false,27.46,47.34,0.42,Meridian,New,Paid Social,2025,Bronze,,0,,54.92,53.11,53.11
ORD50667,2025-10-28,C1016,South,Beauty,Hand Cream,In-Store,56.16,3,0.15,0.00,143.21,false,17.77,39.49,0.55,Northwind,Returning,Referral,2025,Silver,,0,,53.31,89.90,89.90
ORD50204,2025-02-15,C1046,West,Home,Wall Art,Online,22.24,2,0.1,4.11,40.03,false,28.69,49.47,0.42,Globex,New,Organic,2024,Bronze,,0,,57.38,-17.35,-17.35
ORD50799,2025-05-12,C1085,West,Beauty,Lip Balm,In-Store,29.17,1,0.05,0.00,27.71,false,16.19,35.98,0.55,Globex,New,Organic,2024,Gold,,0,,16.19,11.52,11.52
ORD50206,2025-10-20,C1171,West,Home,Throw Pillow,In-Store,72.19,1,0,0.00,72.19,false,26.26,45.27,0.42,Acme,Returning,Referral,2023,Silver,,0,,26.26,45.93,45.93
ORD50088,2025-08-01,C1109,West,Footwear,Leather Boots,Online,151.55,4,0.15,6.90,515.27,true,94.79,113.39,0.164,Meridian,VIP,Referral,2023,Silver,Not as described,511.56,Y,379.16,136.11,-375.45
ORD50510,2025-10-21,C1162,Midwest,Beauty,Face Serum,In-Store,41.67,1,0.2,0.00,33.34,false,17.07,37.93,0.55,Northwind,New,Paid Social,2025,Bronze,,0,,17.07,16.27,16.27
ORD50107,2025-02-18,C1093,South,Footwear,Canvas Sneakers,Online,134.73,2,0,0.00,269.46,false,93.6,111.96,0.164,Northwind,New,Paid Social,2025,Bronze,,0,,187.20,82.26,82.26
ORD50123,2025-06-25,C1168,South,Footwear,Leather Boots,Mobile App,56.58,2,0,10.93,113.16,true,94.79,113.39,0.164,Meridian,New,Paid Social,2025,Bronze,Wrong size / poor fit,111.85,N,189.58,-76.42,-188.27
ORD50085,2025-06-19,C1079,South,Apparel,Summer Dress,In-Store,88.41,1,0.1,0.00,79.57,true,40.56,71.29,0.431,Globex,Returning,Paid Social,2025,Silver,Wrong size / poor fit,72.13,Y,40.56,39.01,-33.12
ORD50479,2025-02-16,C1174,East,Apparel,Summer Dress,In-Store,37.72,1,0,0.00,37.72,false,40.56,71.29,0.431,Globex,New,Organic,2024,Bronze,,0,,40.56,-2.84,-2.84
ORD50813,2025-06-09,C1161,Midwest,Home,Ceramic Mug,Online,24.00,5,0.2,11.63,96.00,false,27.46,47.34,0.42,Meridian,VIP,Referral,2025,Gold,,0,,137.30,-41.30,-41.30
ORD50167,2025-05-03,C1143,East,Beauty,Face Serum,Mobile App,60.48,3,0,7.53,172.37,false,17.07,37.93,0.55,Northwind,Returning,Email,2023,Bronze,,0,,51.21,121.16,121.16
ORD50385,2025-04-01,C1079,South,Accessories,,Online,34.80,3,0.05,6.36,99.18,false,,,,,Returning,Paid Social,2025,Silver,,0,,,,
ORD50641,2025-04-29,C1099,Midwest,Apparel,Denim Jacket,Mobile App,92.73,3,0.05,6.90,264.28,true,45.49,79.95,0.431,Meridian,VIP,Email,2023,Silver,Changed mind,226.15,Y,136.47,127.81,-98.34
ORD50483,2025-09-13,C1015,West,Home,Throw Pillow,In-Store,16.84,1,0,0.00,16.84,true,26.26,45.27,0.42,Acme,New,Email,2025,Silver,Damaged in transit,15.7,N,26.26,-9.42,-25.12
ORD50870,2025-12-20,C1014,West,Footwear,Loafers,Mobile App,132.12,2,0.2,11.17,211.39,true,84.63,101.23,0.164,Meridian,Returning,Email,2024,Silver,Wrong size / poor fit,190.78,Y,169.26,42.13,-148.65
ORD50691,2025-01-10,C1126,East,Home,Throw Pillow,In-Store,43.61,1,0.1,0.00,39.25,false,26.26,45.27,0.42,Acme,New,Paid Social,2024,Silver,,0,,26.26,12.99,12.99
ORD50260,2025-12-16,C1120,South,Beauty,Bath Set,In-Store,18.82,1,0.15,0.00,16.00,true,19.67,43.71,0.55,Umbra,Returning,Email,2023,Bronze,Defective,13.89,N,19.67,-3.67,-17.56
ORD50716,2025-09-30,C1035,South,Beauty,Lip Balm,Mobile App,33.63,2,0.4,0.00,40.36,true,16.19,35.98,0.55,Globex,New,Paid Social,2024,Silver,Wrong size / poor fit,36.9,N,32.38,7.98,-28.92
ORD50752,2025-07-20,C1112,Midwest,Footwear,Running Shoes,In-Store,124.16,1,0.15,0.00,105.54,false,94.62,113.18,0.164,Meridian,New,Referral,2023,Bronze,,0,,94.62,10.92,10.92
ORD50028,2025-05-26,C1113,West,Apparel,Chino Pants,Online,57.19,1,0.3,6.11,40.03,false,45.05,79.17,0.431,Meridian,Returning,Organic,2023,Bronze,,0,,45.05,-5.02,-5.02
ORD50740,2025-11-25,C1167,West,Beauty,Perfume,In-Store,17.24,3,0.3,0.00,36.20,false,15.84,35.21,0.55,Acme,Returning,Email,2023,Bronze,,0,,47.52,-11.32,-11.32
ORD50102,2025-09-18,C1083,West,Footwear,Canvas Sneakers,In-Store,69.17,1,0,0.00,69.17,true,93.6,111.96,0.164,Northwind,New,Paid Social,2025,Gold,Not as described,64.63,N,93.60,-24.43,-89.06
ORD50051,2025-09-17,C1016,South,Apparel,Classic Tee,In-Store,27.97,1,0,0.00,27.97,false,40.01,70.32,0.431,Acme,Returning,Referral,2025,Silver,,0,,40.01,-12.04,-12.04
ORD50613,2025-04-30,C1118,South,Beauty,Perfume,In-Store,57.28,2,0.1,0.00,103.10,false,15.84,35.21,0.55,Acme,Returning,Email,2023,Silver,,0,,31.68,71.42,71.42
ORD50706,2025-06-19,C1176,South,Beauty,Bath Set,Mobile App,58.31,1,0.2,4.49,46.65,true,19.67,43.71,0.55,Umbra,Returning,Email,2023,Bronze,Wrong size / poor fit,42.14,N,19.67,26.98,-15.16
ORD50007,2025-10-23,C1035,South,Beauty,Lip Balm,Online,11.99,4,0,0.00,47.96,false,16.19,35.98,0.55,Globex,New,Paid Social,2024,Silver,,0,,64.76,-16.80,-16.80
ORD50104,2025-03-09,C1157,South,Beauty,Perfume,Online,20.58,3,0.1,9.75,55.57,false,15.84,35.21,0.55,Acme,Returning,Organic,2024,Silver,,0,,47.52,8.05,8.05
ORD50230,2025-05-03,C1107,East,Beauty,Face Serum,Online,38.17,1,0.1,11.46,34.35,false,17.07,37.93,0.55,Northwind,New,Paid Social,2024,Silver,,0,,17.07,17.28,17.28
ORD50376,2025-08-03,C1124,Midwest,Home,Ceramic Mug,Mobile App,41.99,1,0,4.89,41.99,false,27.46,47.34,0.42,Meridian,New,Organic,2025,Bronze,,0,,27.46,14.53,14.53
ORD50111,2025-08-11,C1144,Midwest,Beauty,Perfume,Online,15.49,3,0.1,0.00,41.82,false,15.84,35.21,0.55,Acme,Returning,Organic,2024,Bronze,,0,,47.52,-5.70,-5.70
ORD50091,2025-12-04,C1041,East,Accessories,Baseball Cap,In-Store,49.23,3,0,0.00,147.69,false,26.45,52.9,0.5,Meridian,Returning,Organic,2024,Silver,,0,,79.35,68.34,68.34
ORD50372,2025-03-10,C1063,East,Accessories,Wool Scarf,In-Store,36.93,3,0.05,0.00,105.25,false,29.0,57.99,0.5,Northwind,Returning,Email,2024,Bronze,,0,,87.00,18.25,18.25
ORD50160,2025-06-01,C1084,Midwest,Apparel,Classic Tee,Online,69.06,1,0.15,10.32,58.70,false,40.01,70.32,0.431,Acme,New,Referral,2024,Silver,,0,,40.01,18.69,18.69
ORD50256,2025-11-15,C1059,West,Beauty,Hand Cream,Online,63.60,2,0,7.98,101.76,false,17.77,39.49,0.55,Northwind,New,Paid Social,2024,Bronze,,0,,35.54,66.22,66.22
ORD50784,2025-04-20,C1004,South,Beauty,Face Serum,Mobile App,46.34,1,0,0.00,41.71,false,17.07,37.93,0.55,Northwind,New,Email,2024,Bronze,,0,,17.07,24.64,24.64
ORD50417,2025-07-18,C1106,West,Apparel,Classic Tee,Online,65.85,3,0.1,4.02,177.79,false,40.01,70.32,0.431,Acme,Returning,Referral,2023,Silver,,0,,120.03,57.76,57.76
ORD50884,2025-09-25,C1027,South,Apparel,Chino Pants,Online,86.01,3,0.05,6.17,245.13,false,45.05,79.17,0.431,Meridian,New,Email,2023,Silver,,0,,135.15,109.98,109.98
ORD50312,2025-04-12,C1077,West,Beauty,Hand Cream,Mobile App,51.69,1,0.1,9.86,46.52,false,17.77,39.49,0.55,Northwind,Returning,Email,2024,Bronze,,0,,17.77,28.75,28.75
ORD50828,2025-10-06,C1163,South,Accessories,,In-Store,77.87,3,0.05,0.00,221.93,false,,,,,New,Paid Social,2025,Bronze,,0,,,,
ORD50827,2025-09-15,C1179,South,Home,Ceramic Mug,Online,52.65,3,0,0.00,157.95,false,27.46,47.34,0.42,Meridian,Returning,Paid Social,2023,Bronze,,0,,82.38,75.57,75.57
ORD50117,2025-04-28,C1174,East,Apparel,Denim Jacket,Online,78.45,2,0.2,8.58,125.52,false,45.49,79.95,0.431,Meridian,New,Organic,2024,Bronze,,0,,90.98,34.54,34.54
ORD50188,2025-08-22,C1104,East,Beauty,Face Serum,In-Store,38.97,3,0.2,0.00,93.53,false,17.07,37.93,0.55,Northwind,Returning,Organic,2024,Silver,,0,,51.21,42.32,42.32
ORD50110,2025-07-10,C1031,South,Apparel,Chino Pants,Online,78.53,6,0.05,5.25,447.62,false,45.05,79.17,0.431,Meridian,VIP,Referral,2024,Gold,,0,,270.30,177.32,177.32
ORD50833,2025-08-08,C1041,East,Apparel,Wool Sweater,In-Store,40.78,1,0,0.00,40.78,false,35.65,62.66,0.431,Acme,Returning,Organic,2024,Silver,,0,,35.65,5.13,5.13
ORD50079,2025-02-25,C1118,South,Home,,Mobile App,65.97,3,0.05,3.52,188.01,false,,,,,Returning,Email,2023,Silver,,0,,,,
ORD50527,2025-11-04,C1034,South,Beauty,Perfume,Online,36.91,3,0,0.00,83.05,false,15.84,35.21,0.55,Acme,Returning,Email,2023,Silver,,0,,47.52,35.53,35.53
ORD50281,2025-03-26,C1141,East,Footwear,Sandals,In-Store,164.13,3,0.15,0.00,418.53,false,103.25,123.51,0.164,Acme,Returning,Referral,2024,Bronze,,0,,309.75,108.78,108.78
ORD50732,2025-02-26,C1056,East,Accessories,Wool Scarf,In-Store,83.09,2,0.2,0.00,132.94,false,29.0,57.99,0.5,Northwind,Returning,Organic,2023,Bronze,,0,,58.00,74.94,74.94
ORD50125,2025-03-01,C1024,West,Accessories,Leather Belt,Online,54.17,3,0,4.32,162.51,false,26.41,52.82,0.5,Umbra,Returning,Paid Social,2024,Bronze,,0,,79.23,83.28,83.28
ORD50750,2025-05-13,C1053,South,Beauty,Lip Balm,In-Store,35.46,1,0.2,0.00,28.37,false,16.19,35.98,0.55,Globex,Returning,Organic,2023,Bronze,,0,,16.19,12.18,12.18
ORD50016,2025-04-26,C1017,Midwest,Accessories,,In-Store,67.65,2,0,0.00,135.30,false,,,,,New,Organic,2024,Bronze,,0,,,,
ORD50883,2025-11-18,C1001,Midwest,Footwear,Loafers,Online,90.09,1,0.45,9.57,49.55,false,84.63,101.23,0.164,Meridian,Returning,Email,2024,Bronze,,0,,84.63,-35.08,-35.08
ORD50882,2025-09-10,C1178,East,Apparel,Denim Jacket,In-Store,192.47,4,0.15,0.00,654.40,false,45.49,79.95,0.431,Meridian,VIP,Referral,2024,Gold,,0,,181.96,472.44,472.44
ORD50278,2025-04-15,C1150,South,Apparel,Chino Pants,Online,25.37,1,0,7.33,25.37,false,45.05,79.17,0.431,Meridian,Returning,Organic,2025,Bronze,,0,,45.05,-19.68,-19.68
ORD50497,2025-09-28,C1041,East,Apparel,Summer Dress,In-Store,114.27,1,0.2,0.00,91.42,false,40.56,71.29,0.431,Globex,Returning,Organic,2024,Silver,,0,,40.56,50.86,50.86
ORD50709,2025-10-27,C1179,South,Accessories,Wool Scarf,Online,44.46,3,0,8.13,133.38,false,29.0,57.99,0.5,Northwind,Returning,Paid Social,2023,Bronze,,0,,87.00,46.38,46.38
ORD50905,2025-05-20,C1074,West,Footwear,,In-Store,81.13,2,0.15,0.00,137.92,false,,,,,New,Paid Social,2023,Bronze,,0,,,,
ORD50873,2025-02-27,C1148,South,Apparel,Chino Pants,In-Store,51.23,1,0.15,0.00,43.55,false,45.05,79.17,0.431,Meridian,Returning,Paid Social,2024,Silver,,0,,45.05,-1.50,-1.50
ORD50877,2025-05-19,C1139,Midwest,Apparel,Classic Tee,Online,46.30,2,0,10.77,92.60,false,40.01,70.32,0.431,Acme,New,Paid Social,2025,Bronze,,0,,80.02,12.58,12.58
ORD50516,2025-11-19,C1114,Midwest,Home,Wall Art,Online,70.78,1,0.15,0.00,60.16,false,28.69,49.47,0.42,Globex,New,Email,2024,Silver,,0,,28.69,31.47,31.47
ORD50066,2025-07-30,C1168,South,Accessories,Leather Belt,Online,43.29,1,0,6.39,43.29,false,26.41,52.82,0.5,Umbra,New,Paid Social,2025,Bronze,,0,,26.41,16.88,16.88
ORD50346,2025-09-07,C1034,South,Accessories,Sunglasses,Mobile App,66.67,2,0.05,3.87,126.67,false,26.16,52.33,0.5,Northwind,Returning,Email,2023,Silver,,0,,52.32,74.35,74.35
ORD50653,2025-11-30,C1102,West,Home,,In-Store,40.13,2,0.15,0.00,68.22,false,,,,,New,Email,2023,Silver,,0,,,,
ORD50169,2025-06-25,C1159,Midwest,Footwear,Leather Boots,In-Store,87.16,3,0.1,0.00,235.33,false,94.79,113.39,0.164,Meridian,Returning,Organic,2025,Silver,,0,,284.37,-49.04,-49.04
ORD50601,2025-09-19,C1133,East,Apparel,Classic Tee,In-Store,43.25,2,0.1,0.00,77.85,false,40.01,70.32,0.431,Acme,New,Paid Social,2024,Bronze,,0,,80.02,-2.17,-2.17
ORD50469,2025-08-04,C1164,South,Accessories,Sunglasses,In-Store,77.08,1,0,0.00,73.23,false,26.16,52.33,0.5,Northwind,Returning,Organic,2024,Bronze,,0,,26.16,47.07,47.07
ORD50358,2025-01-13,C1136,East,Home,Throw Pillow,Online,107.51,2,0.1,7.23,193.52,false,26.26,45.27,0.42,Acme,VIP,Referral,2024,Silver,,0,,52.52,141.00,141.00
ORD50845,2025-12-22,C1081,Midwest,Home,Cotton Throw,Online,40.72,1,0.1,0.00,36.65,false,27.21,46.91,0.42,Acme,New,Email,2023,Gold,,0,,27.21,9.44,9.44
ORD50076,2025-05-12,C1023,West,Apparel,Classic Tee,Online,125.43,5,0.1,5.65,564.44,false,40.01,70.32,0.431,Acme,VIP,Organic,2024,Gold,,0,,200.05,364.39,364.39
ORD50605,2025-03-04,C1177,South,Beauty,Face Serum,Online,17.43,5,0,6.94,52.29,false,17.07,37.93,0.55,Northwind,VIP,Organic,2025,Silver,,0,,85.35,-33.06,-33.06
ORD50300,2025-07-11,C1121,West,Accessories,Wool Scarf,Online,83.93,2,0,11.53,167.86,true,29.0,57.99,0.5,Northwind,Returning,Email,2023,Bronze,Damaged in transit,165.57,N,58.00,109.86,-55.71
ORD50320,2025-07-14,C1148,South,Beauty,Lip Balm,Mobile App,11.90,2,0,9.23,23.80,true,16.19,35.98,0.55,Globex,Returning,Paid Social,2024,Silver,Damaged in transit,20.25,N,32.38,-8.58,-28.83
ORD50574,2025-09-28,C1077,West,Footwear,Loafers,Online,90.53,3,0,5.57,271.59,false,84.63,101.23,0.164,Meridian,Returning,Email,2024,Bronze,,0,,253.89,17.70,17.70
ORD50906,2025-07-20,C1057,South,Home,Table Lamp,Online,21.39,2,0,3.92,42.78,false,26.19,45.15,0.42,Acme,Returning,Referral,2025,Bronze,,0,,52.38,-9.60,-9.60
ORD50133,2025-07-27,C1140,Midwest,Accessories,Leather Belt,Online,60.92,3,0,11.79,182.76,false,26.41,52.82,0.5,Umbra,Returning,Paid Social,2023,Bronze,,0,,79.23,103.53,103.53
ORD50858,2025-08-24,C1067,East,Accessories,Wool Scarf,In-Store,42.34,2,0.05,0.00,80.45,false,29.0,57.99,0.5,Northwind,New,Referral,2024,Silver,,0,,58.00,22.45,22.45
ORD50193,2025-04-26,C1001,Midwest,Accessories,Leather Belt,Online,16.63,1,0.1,7.26,14.97,false,26.41,52.82,0.5,Umbra,Returning,Email,2024,Bronze,,0,,26.41,-11.44,-11.44
ORD50505,2025-02-14,C1136,East,Accessories,Sunglasses,Online,61.39,4,0.15,10.12,208.73,false,26.16,52.33,0.5,Northwind,VIP,Referral,2024,Silver,,0,,104.64,104.09,104.09
ORD50350,2025-08-07,C1008,South,Apparel,Classic Tee,Mobile App,112.02,1,0.4,9.58,67.21,true,40.01,70.32,0.431,Acme,New,Email,2025,Bronze,Wrong size / poor fit,58.51,N,40.01,27.20,-31.31
ORD50621,2025-05-02,C1125,East,Home,Ceramic Mug,Online,30.84,3,0,8.45,92.52,false,27.46,47.34,0.42,Meridian,Returning,Email,2024,Bronze,,0,,82.38,10.14,10.14
ORD50760,2025-04-18,C1132,West,Home,Table Lamp,Online,46.71,1,0.15,5.77,39.70,false,26.19,45.15,0.42,Acme,Returning,Email,2025,Gold,,0,,26.19,13.51,13.51
ORD50536,2025-10-02,C1055,Midwest,Accessories,Sunglasses,Online,75.20,3,0,10.90,225.60,false,26.16,52.33,0.5,Northwind,Returning,Referral,2024,Bronze,,0,,78.48,147.12,147.12
ORD50176,2025-02-13,C1095,East,Accessories,Tote Bag,Mobile App,73.08,1,0.1,0.00,65.77,false,25.12,50.23,0.5,Globex,Returning,Email,2023,Gold,,0,,25.12,40.65,40.65
ORD50696,2025-08-17,C1106,West,Apparel,Denim Jacket,Online,28.54,3,0,6.63,85.62,false,45.49,79.95,0.431,Meridian,Returning,Referral,2023,Silver,,0,,136.47,-50.85,-50.85
ORD50327,2025-03-08,C1047,East,Accessories,Tote Bag,In-Store,76.46,1,0.15,0.00,64.99,false,25.12,50.23,0.5,Globex,New,Paid Social,2023,Bronze,,0,,25.12,39.87,39.87
ORD50388,2025-10-16,C1069,East,Home,Ceramic Mug,Online,65.93,1,0,7.23,65.93,false,27.46,47.34,0.42,Meridian,Returning,Email,2024,Bronze,,0,,27.46,38.47,38.47
ORD50624,2025-01-12,C1013,Midwest,Apparel,Chino Pants,Mobile App,109.03,3,0.05,10.54,310.74,false,45.05,79.17,0.431,Meridian,Returning,Email,2024,Bronze,,0,,135.15,175.59,175.59
ORD50139,2025-07-01,C1049,West,Accessories,Tote Bag,Online,50.85,2,0.1,8.92,91.53,false,25.12,50.23,0.5,Globex,New,Paid Social,2024,Gold,,0,,50.24,41.29,41.29
ORD50294,2025-03-25,C1054,Midwest,Apparel,Denim Jacket,In-Store,106.75,3,0.4,0.00,192.15,true,45.49,79.95,0.431,Meridian,Returning,Referral,2025,Bronze,Not as described,163.74,N,136.47,55.68,-108.06
ORD50033,2025-01-15,C1154,West,Beauty,Hand Cream,Online,32.64,1,0.1,11.36,29.38,false,17.77,39.49,0.55,Northwind,New,Paid Social,2024,Gold,,0,,17.77,11.61,11.61
ORD50826,2025-05-12,C1126,East,Apparel,Summer Dress,Mobile App,99.67,1,0.4,10.01,59.80,true,40.56,71.29,0.431,Globex,New,Paid Social,2024,Silver,Damaged in transit,55.43,Y,40.56,19.24,-36.19
