OrderID,OrderDate,CustomerID,CustomerSegment,Region,ProductCategory,ProductName,Channel,UnitPrice,Quantity,Discount,ShippingCost,Revenue,Returned
ORD50358,2025-01-13,C1136,VIP,East,Home,Throw Pillow,Online,107.51,2,0.1,7.23,193.52,false
ORD50845,2025-12-22,C1081,New,Midwest,Home,Cotton Throw,Online,40.72,1,0.1,0.00,36.65,false
ORD50076,2025-05-12,C1023,VIP,West,Apparel,Classic Tee,Online,125.43,5,0.1,5.65,564.44,false
ORD50605,2025-03-04,C1177,VIP,South,Beauty,Face Serum,Online,17.43,5,0,6.94,52.29,false
ORD50300,2025-07-11,C1121,Returning,West,Accessories,Wool Scarf,Online,83.93,2,0,11.53,167.86,true
ORD50320,2025-07-14,C1148,Returning,South,Beauty,Lip Balm,Mobile App,11.90,2,0,9.23,23.80,true
ORD50574,2025-09-28,C1077,Returning,West,Footwear,Loafers,Online,90.53,3,0,5.57,271.59,false
ORD50906,2025-07-20,C1057,Returning,South,Home,Table Lamp,Online,21.39,2,0,3.92,42.78,false
ORD50133,2025-07-27,C1140,Returning,Midwest,Accessories,Leather Belt,Online,60.92,3,0,11.79,182.76,false
ORD50858,2025-08-24,C1067,New,East,Accessories,Wool Scarf,In-Store,42.34,2,0.05,0.00,80.45,false
ORD50193,2025-04-26,C1001,Returning,Midwest,Accessories,Leather Belt,Online,16.63,1,0.1,7.26,14.97,false
ORD50505,2025-02-14,C1136,VIP,East,Accessories,Sunglasses,Online,61.39,4,0.15,10.12,208.73,false
ORD50350,2025-08-07,C1008,New,South,Apparel,Classic Tee,Mobile App,112.02,1,0.4,9.58,67.21,true
ORD50621,2025-05-02,C1125,Returning,East,Home,Ceramic Mug,Online,30.84,3,0,8.45,92.52,false
ORD50760,2025-04-18,C1132,Returning,West,Home,Table Lamp,Online,46.71,1,0.15,5.77,39.70,false
ORD50536,2025-10-02,C1055,Returning,Midwest,Accessories,Sunglasses,Online,75.20,3,0,10.90,225.60,false
ORD50176,2025-02-13,C1095,Returning,East,Accessories,Tote Bag,Mobile App,73.08,1,0.1,0.00,65.77,false
ORD50696,2025-08-17,C1106,Returning,West,Apparel,Denim Jacket,Online,28.54,3,0,6.63,85.62,false
ORD50327,2025-03-08,C1047,New,East,Accessories,Tote Bag,In-Store,76.46,1,0.15,0.00,64.99,false
ORD50388,2025-10-16,C1069,Returning,East,Home,Ceramic Mug,Online,65.93,1,0,7.23,65.93,false
ORD50624,2025-01-12,C1013,Returning,Midwest,Apparel,Chino Pants,Mobile App,109.03,3,0.05,10.54,310.74,false
ORD50139,2025-07-01,C1049,New,West,Accessories,Tote Bag,Online,50.85,2,0.1,8.92,91.53,false
ORD50294,2025-03-25,C1054,Returning,Midwest,Apparel,Denim Jacket,In-Store,106.75,3,0.4,0.00,192.15,true
ORD50033,2025-01-15,C1154,New,West,Beauty,Hand Cream,Online,32.64,1,0.1,11.36,29.38,false
ORD50826,2025-05-12,C1126,New,East,Apparel,Summer Dress,Mobile App,99.67,1,0.4,10.01,59.80,true
ORD50564,2025-07-10,C1125,Returning,East,Accessories,Baseball Cap,Online,56.58,2,0.15,6.59,96.19,false
ORD50723,2025-07-06,C1007,Returning,West,Apparel,Denim Jacket,In-Store,90.49,3,0.05,0.00,257.90,false
ORD50199,2025-08-11,C1167,Returning,West,Apparel,Denim Jacket,Online,115.43,3,0,11.20,294.35,false
ORD50375,2025-12-08,C1086,Returning,West,Home,Throw Pillow,Online,33.63,3,0.2,6.31,80.71,false
ORD50789,2025-06-17,C1085,New,West,Accessories,Baseball Cap,Mobile App,81.93,1,0.05,6.41,77.83,false
ORD50407,2025-01-06,C1160,New,West,Accessories,Wool Scarf,Online,42.41,2,0,8.79,84.82,false
ORD50213,2025-01-07,C1023,VIP,West,Apparel,Chino Pants,Online,75.50,5,0.05,7.77,358.62,false
ORD50347,2025-02-05,C1049,New,West,Home,Wall Art,In-Store,69.33,2,0.05,0.00,131.73,false
ORD50112,2025-12-18,C1135,,East,Beauty,Bath Set,Online,64.82,2,0.05,10.35,123.16,false
ORD50181,2025-02-19,C1109,VIP,West,Accessories,Leather Belt,Online,57.19,5,0.15,0.00,243.06,false
ORD50501,2025-08-17,C1133,New,East,Footwear,Sandals,Mobile App,132.33,2,0.15,7.54,224.96,true
ORD50610,2025-04-06,C1075,New,South,Apparel,Denim Jacket,Online,103.08,1,0,9.89,103.08,false
ORD50603,2025-11-13,C1134,Returning,East,Home,Wall Art,Mobile App,20.32,1,0.5,9.90,10.16,true
ORD50770,2025-07-05,C1030,Returning,South,Apparel,Summer Dress,In-Store,73.04,2,0.2,0.00,116.86,false
ORD50215,2025-11-29,C1175,New,East,Apparel,Chino Pants,Online,27.95,1,0.1,9.24,25.16,false
ORD50348,2025-01-21,C1107,New,East,Beauty,Face Serum,In-Store,13.50,1,0.15,0.00,11.47,false
ORD50010,2025-06-13,C1027,New,South,Home,Throw Pillow,In-Store,30.41,1,0.4,0.00,18.25,false
ORD50635,2025-06-23,C1048,Returning,South,Beauty,Hand Cream,Online,39.56,2,0,9.85,79.12,false
ORD50496,2025-08-04,C1148,Returning,South,Accessories,Leather Belt,Online,19.42,2,0.1,10.64,34.96,true
ORD50630,2025-02-28,C1029,Returning,East,Apparel,Wool Sweater,In-Store,50.43,3,0,0.00,151.29,false
ORD50702,2025-05-28,C1068,New,East,Beauty,Perfume,In-Store,15.95,1,0.4,0.00,9.57,false
ORD50492,2025-11-24,C1162,,Midwest,Apparel,Chino Pants,In-Store,31.20,1,0.3,0.00,21.84,false
ORD50841,2025-08-14,C1086,Returning,West,Footwear,Running Shoes,Online,41.43,1,0,4.03,41.43,false
ORD50081,2025-02-17,C1116,Returning,Midwest,Home,Ceramic Mug,In-Store,43.35,1,0.05,0.00,41.18,false
ORD50730,2025-06-28,C1134,,East,Footwear,Sandals,Online,74.67,2,0.1,5.16,134.41,false
ORD50594,2025-10-02,C1146,New,Midwest,Apparel,Chino Pants,Online,73.08,2,0.05,8.20,138.85,false
ORD50682,2025-05-06,C1094,New,South,Home,Ceramic Mug,Online,32.29,2,0.1,4.32,58.12,false
ORD50122,2025-12-19,C1173,VIP,East,Footwear,Loafers,In-Store,91.33,4,0.5,0.00,182.66,false
ORD50785,2025-12-02,C1067,New,East,Accessories,Baseball Cap,Online,74.10,2,0.15,10.72,125.97,false
ORD50120,2025-09-29,C1102,New,West,Footwear,Sandals,In-Store,163.03,2,0,0.00,326.06,false
ORD50821,2025-08-24,C1116,Returning,Midwest,Footwear,Running Shoes,In-Store,139.15,3,0,0.00,375.71,false
ORD50201,2025-08-21,C1102,,West,Apparel,Chino Pants,In-Store,32.13,2,0.2,0.00,51.41,false
ORD50695,2025-08-07,C1044,Returning,West,Footwear,Leather Boots,Online,73.57,2,0.1,9.39,132.43,false
ORD50521,2025-07-23,C1174,New,East,Apparel,Chino Pants,Online,77.32,2,0,7.78,154.64,false
ORD50394,2025-06-19,C1050,New,West,Beauty,Bath Set,Mobile App,64.34,2,0.3,8.68,90.08,false
ORD50453,2025-08-06,C1079,Returning,South,Accessories,Sunglasses,Online,42.91,1,0,11.97,42.91,false
ORD50606,2025-06-14,C1103,VIP,West,Footwear,Canvas Sneakers,Online,62.32,2,0.1,4.37,112.18,true
ORD50712,2025-05-27,C1004,New,South,Apparel,Denim Jacket,Online,112.27,1,0,7.95,112.27,false
ORD50663,2025-10-31,C1113,Returning,West,Accessories,Wool Scarf,In-Store,82.78,2,0.15,0.00,140.73,false
ORD50145,2025-03-14,C1030,Returning,South,Apparel,Chino Pants,Online,58.98,3,0,4.58,176.94,false
ORD50746,2025-05-03,C1016,Returning,South,Accessories,Tote Bag,Mobile App,36.30,3,0.15,9.35,92.56,false
ORD50509,2025-03-29,C1041,Returning,East,Accessories,Sunglasses,Online,29.01,2,0,0.00,58.02,true
ORD50588,2025-01-16,C1064,Returning,South,Footwear,Leather Boots,Online,81.21,2,0.05,0.00,154.30,false
ORD50329,2025-03-17,C1109,VIP,West,Home,Cotton Throw,In-Store,50.55,5,0.05,0.00,240.11,false
ORD50792,2025-01-15,C1112,,Midwest,Beauty,Bath Set,In-Store,56.23,2,0.05,0.00,106.84,false
ORD50814,2025-08-27,C1159,Returning,Midwest,Footwear,Canvas Sneakers,In-Store,125.21,2,0,0.00,250.42,true
ORD50886,2025-07-16,C1063,Returning,East,Accessories,Baseball Cap,Mobile App,57.93,3,0.3,5.31,121.65,true
ORD50368,2025-06-24,C1156,New,West,Home,Cotton Throw,Online,15.22,2,0.1,11.43,27.40,true
ORD50183,2025-07-02,C1172,New,East,Accessories,Wool Scarf,In-Store,70.31,1,0,0.00,66.79,false
ORD50231,2025-04-06,C1161,VIP,Midwest,Apparel,Denim Jacket,Online,131.82,3,0,12.00,395.46,false
ORD50174,2025-06-14,C1150,Returning,South,Footwear,Loafers,Mobile App,121.01,1,0.3,6.32,84.71,false
ORD50675,2025-05-09,C1151,VIP,West,Accessories,Sunglasses,In-Store,38.83,4,0,0.00,132.02,false
ORD50571,2025-06-27,C1155,Returning,South,Home,Wall Art,Online,29.06,2,0.05,8.87,55.21,false
ORD50179,2025-09-08,C1135,New,East,Home,Ceramic Mug,In-Store,73.87,1,0,0.00,73.87,false
ORD50351,2025-01-29,C1108,New,East,Home,Ceramic Mug,Online,24.82,1,0.1,9.21,22.34,false
ORD50432,2025-07-25,C1014,Returning,West,Home,Ceramic Mug,In-Store,69.18,2,0.1,0.00,124.52,true
ORD50198,2025-03-07,C1007,Returning,West,Apparel,Wool Sweater,Online,64.32,2,0.2,0.00,102.91,false
ORD50844,2025-04-17,C1171,Returning,West,Beauty,Lip Balm,Online,64.88,1,0.05,6.09,61.64,false
ORD50419,2025-06-10,C1104,Returning,East,Beauty,Bath Set,Mobile App,55.78,2,0,8.93,78.09,false
ORD50825,2025-05-25,C1094,New,South,Accessories,Wool Scarf,Online,73.02,2,0.3,3.73,102.23,false
ORD50044,2025-10-17,C1170,,South,Home,Cotton Throw,In-Store,67.40,3,0,0.00,202.20,false
ORD50721,2025-03-11,C1140,Returning,Midwest,Home,Throw Pillow,In-Store,53.62,3,0,0.00,160.86,false
ORD50298,2025-09-15,C1096,New,East,Home,Throw Pillow,Online,36.52,1,0,3.78,36.52,false
ORD50396,2025-06-07,C1167,Returning,West,Beauty,Face Serum,Online,36.64,2,0.05,9.49,69.62,false
ORD50279,2025-02-01,C1072,VIP,East,Home,Wall Art,Online,71.85,5,0.3,6.96,251.47,false
ORD50319,2025-05-19,C1070,New,South,Home,Table Lamp,In-Store,22.14,2,0.05,0.00,42.07,false
ORD50070,2025-02-08,C1177,VIP,South,Beauty,Lip Balm,Online,17.89,5,0.1,10.69,80.51,false
ORD50822,2025-06-30,C1139,New,Midwest,Home,Wall Art,Mobile App,60.57,2,0.1,4.51,109.03,false
ORD50847,2025-05-08,C1137,Returning,South,Home,Ceramic Mug,In-Store,49.98,2,0.4,0.00,59.98,false
ORD50673,2025-08-11,C1134,Returning,East,Apparel,Wool Sweater,Mobile App,30.05,3,0,7.49,76.63,false
ORD50267,2025-12-17,C1116,Returning,Midwest,Accessories,Wool Scarf,In-Store,30.88,3,0.1,0.00,83.38,false
ORD50582,2025-06-28,C1108,New,East,Footwear,Canvas Sneakers,Mobile App,157.59,2,0.1,8.68,283.66,false
ORD50794,2025-01-27,C1104,Returning,East,Beauty,Hand Cream,In-Store,56.97,2,0,0.00,113.94,false
ORD50477,2025-07-15,C1159,Returning,Midwest,Home,Cotton Throw,In-Store,79.71,1,0.1,0.00,71.74,false
ORD50595,2025-08-16,C1104,Returning,East,Footwear,Running Shoes,Mobile App,69.93,3,0,5.37,209.79,true
ORD50542,2025-05-20,C1120,Returning,South,Footwear,Running Shoes,In-Store,113.49,2,0.4,0.00,136.19,false
ORD50807,2025-08-24,C1155,Returning,South,Accessories,Leather Belt,In-Store,52.04,3,0,0.00,156.12,false
ORD50722,2025-08-26,C1147,Returning,East,Beauty,Bath Set,Online,49.65,1,0.05,7.34,47.17,false
ORD50356,2025-02-01,C1000,Returning,Midwest,Apparel,Denim Jacket,Online,34.06,1,0.15,8.52,28.95,false
ORD50491,2025-05-28,C1175,New,East,Accessories,Sunglasses,Online,24.73,1,0.3,11.95,17.31,false
ORD50880,2025-04-18,C1132,Returning,West,Apparel,Classic Tee,Mobile App,87.53,2,0,7.42,175.06,false
ORD50149,2025-02-17,C1097,New,East,Beauty,Bath Set,Mobile App,37.39,2,0.4,11.06,44.87,false
ORD50333,2025-05-26,C1070,New,South,Home,Table Lamp,Online,50.81,1,0,10.81,50.81,false
ORD50423,2025-06-11,C1020,Returning,South,Footwear,Sandals,Online,162.70,3,0,7.33,488.10,false
ORD50572,2025-08-19,C1094,New,South,Beauty,Face Serum,Mobile App,12.93,2,0,10.16,25.86,false
ORD50745,2025-04-02,C1152,New,South,Footwear,Sandals,Online,99.84,2,0.15,11.20,169.73,false
ORD50196,2025-05-12,C1133,New,East,Apparel,Denim Jacket,Online,58.46,1,0.05,8.69,55.54,false
ORD50325,2025-07-09,C1122,New,East,Home,Cotton Throw,In-Store,77.95,2,0,0.00,155.90,false
ORD50126,2025-03-20,C1092,Returning,West,Footwear,Loafers,Online,153.26,2,0.1,8.89,275.87,false
ORD50901,2025-05-12,C1128,New,West,Footwear,Running Shoes,Online,76.20,2,0,6.71,129.54,false
ORD50728,2025-06-22,C1141,Returning,East,Apparel,Summer Dress,In-Store,119.03,2,0.05,0.00,226.16,false
ORD50725,2025-07-25,C1070,New,South,Footwear,Sandals,In-Store,178.69,2,0.05,0.00,339.51,false
ORD50037,2025-05-27,C1094,New,South,Beauty,Lip Balm,Online,26.44,2,0,5.09,52.88,false
ORD50862,2025-02-26,C1009,Returning,West,Footwear,Leather Boots,Online,167.81,2,0.2,3.68,268.50,false
ORD50364,2025-09-09,C1127,New,South,Home,Table Lamp,In-Store,44.88,3,0,0.00,134.64,false
ORD50420,2025-09-24,C1101,Returning,West,Beauty,Hand Cream,In-Store,33.72,4,0.4,0.00,80.93,false
ORD50205,2025-06-01,C1085,New,West,Home,Throw Pillow,Mobile App,34.78,1,0,7.29,31.30,false
ORD50006,2025-12-30,C1119,Returning,South,Home,Cotton Throw,Mobile App,56.21,2,0,0.00,112.42,true
ORD50287,2025-12-29,C1163,New,South,Footwear,Loafers,Online,119.17,2,0,5.59,190.67,false
ORD50590,2025-06-08,C1075,New,South,Apparel,Summer Dress,In-Store,64.29,2,0.05,0.00,122.15,false
ORD50550,2025-06-26,C1072,VIP,East,Beauty,Face Serum,In-Store,56.47,3,0.05,0.00,160.94,false
ORD50851,2025-05-11,C1105,Returning,East,Footwear,Leather Boots,Online,101.10,2,0,5.72,202.20,false
ORD50431,2025-01-08,C1046,New,West,Accessories,Baseball Cap,Online,25.32,2,0,7.14,48.11,false
ORD50452,2025-07-31,C1013,Returning,Midwest,Apparel,Summer Dress,In-Store,38.24,1,0.1,0.00,34.42,false
ORD50233,2025-12-12,C1058,New,West,Accessories,Sunglasses,Mobile App,46.21,1,0.1,3.83,41.59,true
ORD50025,2025-03-26,C1002,VIP,East,Footwear,Running Shoes,In-Store,250.20,4,0.15,0.00,850.68,true
ORD50073,2025-02-14,C1041,Returning,East,Apparel,Summer Dress,Online,50.13,1,0.05,5.58,47.62,false
ORD50009,2025-06-12,C1007,Returning,West,Apparel,Classic Tee,In-Store,72.93,1,0.1,0.00,65.64,false
ORD50679,2025-05-04,C1130,New,East,Home,Wall Art,In-Store,16.25,2,0.05,0.00,30.88,false
ORD50069,2025-09-03,C1089,Returning,West,Apparel,Denim Jacket,In-Store,53.00,1,0.2,0.00,42.40,false
ORD50274,2025-03-30,C1089,Returning,West,Home,Wall Art,In-Store,31.40,3,0,0.00,94.20,false
ORD50178,2025-03-03,C1135,New,East,Beauty,Lip Balm,Mobile App,28.16,2,0,6.12,56.32,false
ORD50919,2025-03-13,C1171,Returning,West,Apparel,Denim Jacket,Online,50.27,3,0.1,6.34,135.73,false
ORD50829,2025-09-28,C1071,New,Midwest,Beauty,Bath Set,Mobile App,42.93,2,0.05,3.96,81.57,false
ORD50144,2025-03-14,C1131,VIP,East,Apparel,Denim Jacket,Online,149.72,3,0,9.96,449.16,false
ORD50485,2025-11-15,C1134,,East,Apparel,Summer Dress,Online,94.57,2,0,8.06,189.14,false
ORD50291,2025-05-12,C1042,Returning,South,Home,Throw Pillow,Mobile App,46.76,1,0.05,0.00,44.42,false
ORD50815,2025-08-18,C1136,VIP,East,Apparel,Denim Jacket,In-Store,64.56,4,0.3,0.00,180.77,false
ORD50737,2025-02-27,C1144,Returning,Midwest,Apparel,Classic Tee,Online,68.82,1,0.1,3.80,61.94,true
ORD50335,2025-09-19,C1111,New,West,Apparel,Denim Jacket,Online,85.38,1,0.3,7.30,59.77,false
ORD50619,2025-06-30,C1015,New,West,Home,Cotton Throw,Online,14.80,2,0,11.33,29.60,false
ORD50187,2025-08-23,C1170,New,South,Home,Table Lamp,Online,69.78,2,0,5.73,139.56,false
ORD50067,2025-09-07,C1004,New,South,Footwear,Loafers,Mobile App,53.85,2,0,5.08,107.70,true
ORD50254,2025-05-06,C1136,VIP,East,Footwear,Canvas Sneakers,Online,221.35,2,0,8.22,442.70,true
ORD50270,2025-03-26,C1063,Returning,East,Accessories,Leather Belt,Mobile App,42.61,3,0,11.17,127.83,false
ORD50476,2025-08-21,C1050,New,West,Beauty,Lip Balm,Online,45.13,1,0,7.41,45.13,false
ORD50165,2025-02-28,C1134,Returning,East,Footwear,Canvas Sneakers,In-Store,73.37,1,0.05,0.00,69.70,false
ORD50608,2025-01-02,C1036,New,West,Footwear,Canvas Sneakers,Online,139.75,2,0,8.30,279.50,false
ORD50896,2025-05-23,C1060,Returning,Midwest,Apparel,Summer Dress,Online,50.47,2,0.1,8.18,90.85,false
ORD50334,2025-01-02,C1108,New,East,Footwear,Canvas Sneakers,Online,49.02,2,0,9.50,98.04,false
ORD50651,2025-06-20,C1125,Returning,East,Footwear,Canvas Sneakers,In-Store,140.37,1,0.3,0.00,98.26,false
ORD50439,2025-12-13,C1120,Returning,South,Footwear,Canvas Sneakers,Online,68.52,1,0.5,11.60,34.26,true
ORD50584,2025-04-23,C1110,Returning,Midwest,Apparel,Denim Jacket,Mobile App,43.06,3,0.15,4.78,109.80,false
ORD50381,2025-11-01,C1074,New,West,Footwear,Canvas Sneakers,In-Store,110.84,2,0.1,0.00,199.51,true
ORD50441,2025-03-24,C1007,,West,Beauty,Face Serum,Online,61.09,3,0,7.88,183.27,false
ORD50434,2025-04-30,C1141,Returning,East,Accessories,Wool Scarf,In-Store,36.77,1,0,0.00,36.77,false
ORD50731,2025-07-17,C1078,Returning,West,Accessories,Tote Bag,Online,57.38,1,0.05,7.63,54.51,false
ORD50119,2025-05-24,C1168,New,South,Accessories,Baseball Cap,Mobile App,16.99,1,0.05,3.55,16.14,false
ORD50445,2025-05-22,C1118,Returning,South,Footwear,Canvas Sneakers,Online,161.36,1,0.3,0.00,112.95,false
ORD50202,2025-09-21,C1091,Returning,West,Footwear,Loafers,Online,142.64,3,0,7.44,427.92,false
ORD50428,2025-10-04,C1064,Returning,South,Beauty,Hand Cream,Online,62.81,3,0.15,3.70,160.17,false
ORD50153,2025-05-27,C1179,Returning,South,Footwear,Canvas Sneakers,Online,63.77,1,0.3,10.59,44.64,false
ORD50843,2025-08-02,C1011,VIP,West,Beauty,Hand Cream,Online,84.78,4,0.1,3.56,305.21,false
ORD50321,2025-08-09,C1010,New,Midwest,Accessories,Sunglasses,Online,59.11,2,0.15,5.26,100.49,false
ORD50537,2025-05-29,C1158,,West,Apparel,Summer Dress,In-Store,39.79,2,0.3,0.00,55.71,false
ORD50617,2025-04-06,C1095,Returning,East,Apparel,Denim Jacket,Online,85.06,1,0,7.12,85.06,false
ORD50878,2025-04-06,C1172,New,East,Footwear,Loafers,In-Store,84.72,2,0.1,0.00,152.50,false
ORD50207,2025-03-10,C1123,,East,Apparel,Wool Sweater,Online,38.28,1,0.05,5.88,36.37,false
ORD50236,2025-04-19,C1033,New,Midwest,Footwear,,Online,127.77,1,0.1,6.72,114.99,false
ORD50727,2025-08-30,C1127,New,South,Accessories,Baseball Cap,Online,77.98,1,0.05,7.03,74.08,true
ORD50285,2025-07-10,C1067,New,East,Home,Throw Pillow,Mobile App,63.68,2,0,9.70,127.36,false
ORD50875,2025-07-01,C1053,Returning,South,Beauty,Perfume,In-Store,55.25,3,0,0.00,165.75,false
ORD50414,2025-03-19,C1133,New,East,Footwear,Leather Boots,Online,150.69,2,0.1,0.00,271.24,false
ORD50264,2025-09-23,C1080,Returning,West,Beauty,Face Serum,Online,38.59,3,0,6.67,115.77,false
ORD50607,2025-02-14,C1077,Returning,West,Accessories,Wool Scarf,Online,25.32,1,0,11.28,25.32,false
ORD50447,2025-09-14,C1006,Returning,East,Accessories,Leather Belt,In-Store,40.70,1,0.05,0.00,38.66,false
ORD50052,2025-03-26,C1106,Returning,West,Beauty,Hand Cream,In-Store,56.94,1,0,0.00,56.94,false
ORD50888,2025-03-06,C1080,Returning,West,Accessories,Wool Scarf,Mobile App,35.59,2,0.05,8.18,67.62,false
ORD50893,2025-08-09,C1086,Returning,West,Accessories,Baseball Cap,Online,80.28,2,0,6.49,160.56,true
ORD50460,2025-08-22,C1147,Returning,East,Footwear,Loafers,In-Store,155.02,3,0,0.00,465.06,false
ORD50040,2025-02-07,C1065,Returning,Midwest,Apparel,Denim Jacket,In-Store,26.68,1,0,0.00,24.01,false
ORD50475,2025-09-19,C1104,Returning,East,Apparel,Wool Sweater,In-Store,31.75,3,0,0.00,95.25,false
ORD50917,2025-06-06,C1103,VIP,West,Home,Ceramic Mug,Online,69.32,4,0,8.09,277.28,true
ORD50089,2025-09-13,C1157,Returning,South,Accessories,Sunglasses,Mobile App,85.20,3,0,0.00,255.60,false
ORD50246,2025-03-18,C1023,VIP,West,Accessories,Wool Scarf,Online,83.47,3,0,10.88,237.89,false
ORD50838,2025-08-12,C1054,Returning,Midwest,Accessories,Sunglasses,Online,49.64,3,0.4,0.00,89.35,true
ORD50687,2025-03-13,C1100,VIP,West,Apparel,Denim Jacket,In-Store,51.61,2,0,0.00,103.22,false
ORD50341,2025-07-16,C1056,Returning,East,Apparel,Wool Sweater,Mobile App,76.95,2,0.2,10.73,123.12,false
ORD50164,2025-10-05,C1021,New,Midwest,Beauty,Bath Set,Mobile App,50.06,2,0.1,10.47,90.11,false
ORD50548,2025-01-19,C1081,New,Midwest,Footwear,Sandals,Online,50.02,1,0.1,4.44,45.02,false
ORD50224,2025-01-14,C1016,Returning,South,Home,Throw Pillow,In-Store,64.37,1,0.1,0.00,57.93,false
ORD50490,2025-06-04,C1022,VIP,East,Beauty,Perfume,Mobile App,26.51,4,0,3.56,106.04,false
ORD50500,2025-12-31,C1012,Returning,West,Home,Table Lamp,In-Store,72.69,1,0,0.00,50.88,false
ORD50243,2025-10-04,C1043,New,Midwest,Footwear,,Online,85.45,2,0.1,11.96,153.81,false
ORD50569,2025-11-15,C1058,New,West,Beauty,Lip Balm,Mobile App,46.74,3,0.05,10.98,133.21,true
ORD50481,2025-07-09,C1122,New,East,Beauty,Lip Balm,In-Store,15.82,1,0.15,0.00,13.45,false
ORD50410,2025-04-06,C1144,Returning,Midwest,Accessories,Baseball Cap,Mobile App,17.27,1,0,9.92,17.27,true
ORD50643,2025-07-16,C1036,New,West,Apparel,Summer Dress,In-Store,43.31,1,0.05,0.00,41.14,false
ORD50272,2025-11-28,C1105,Returning,East,Home,Throw Pillow,In-Store,12.84,2,0.15,0.00,21.83,false
ORD50554,2025-06-29,C1135,New,East,Beauty,Lip Balm,Online,27.37,1,0.05,9.94,26.00,false
ORD50380,2025-12-05,C1131,VIP,East,Home,Throw Pillow,In-Store,69.59,4,0.45,0.00,153.10,false
ORD50758,2025-08-07,C1044,Returning,West,Accessories,Wool Scarf,Mobile App,83.32,2,0,9.37,166.64,true
ORD50524,2025-06-23,C1122,,East,Apparel,Wool Sweater,In-Store,48.79,2,0.15,0.00,82.94,false
ORD50257,2025-03-28,C1024,Returning,West,Beauty,Face Serum,In-Store,16.81,1,0,0.00,16.81,false
ORD50015,2025-06-06,C1027,New,South,Apparel,Wool Sweater,Online,80.89,2,0.05,5.42,153.69,false
ORD50714,2025-11-09,C1169,VIP,West,Beauty,Face Serum,In-Store,49.82,5,0,0.00,249.10,false
ORD50232,2025-10-06,C1081,New,Midwest,Beauty,Lip Balm,Online,60.73,2,0,6.18,121.46,false
ORD50138,2025-09-03,C1128,New,West,Apparel,,In-Store,35.19,2,0.05,0.00,66.86,false
ORD50086,2025-11-20,C1058,,West,Apparel,Classic Tee,Online,106.76,2,0.1,4.68,192.17,false
ORD50197,2025-09-17,C1113,Returning,West,Beauty,Bath Set,In-Store,49.14,1,0,0.00,44.23,false
ORD50244,2025-07-10,C1148,,South,Footwear,Running Shoes,Online,65.30,3,0,0.00,195.90,false
ORD50713,2025-01-19,C1126,New,East,Footwear,Sandals,Online,49.61,1,0,4.21,49.61,false
ORD50090,2025-06-28,C1146,New,Midwest,Footwear,Leather Boots,Mobile App,167.77,2,0.4,10.00,201.32,false
ORD50293,2025-07-14,C1131,VIP,East,Home,Cotton Throw,Online,76.10,3,0,5.60,205.47,false
ORD50869,2025-06-17,C1174,,East,Home,Cotton Throw,Online,35.75,1,0,5.30,35.75,false
ORD50779,2025-08-11,C1155,Returning,South,Apparel,Wool Sweater,In-Store,25.96,1,0,0.00,25.96,false
ORD50762,2025-10-07,C1178,VIP,East,Accessories,Wool Scarf,Online,30.82,2,0,9.94,61.64,false
ORD50275,2025-04-04,C1083,New,West,Apparel,Summer Dress,In-Store,89.44,2,0.05,0.00,169.94,false
ORD50163,2025-08-13,C1153,Returning,Midwest,Beauty,Face Serum,Mobile App,12.78,2,0,4.59,25.56,false
ORD50228,2025-01-03,C1141,Returning,East,Beauty,Hand Cream,In-Store,17.82,3,0,0.00,53.46,false
ORD50654,2025-04-16,C1161,VIP,Midwest,Beauty,Hand Cream,In-Store,50.13,4,0.05,0.00,190.49,false
ORD50292,2025-07-01,C1157,Returning,South,Apparel,Summer Dress,Online,28.05,4,0.2,0.00,89.76,false
ORD50809,2025-12-25,C1025,New,West,Accessories,Sunglasses,Online,20.98,2,0.15,6.65,35.67,false
ORD50540,2025-10-15,C1157,Returning,South,Beauty,Perfume,In-Store,51.80,1,0.4,0.00,31.08,false
ORD50365,2025-08-31,C1085,New,West,Footwear,Running Shoes,In-Store,53.19,1,0.1,0.00,47.87,false
ORD50023,2025-12-28,C1117,Returning,Midwest,Accessories,Leather Belt,In-Store,44.44,1,0,0.00,37.77,false
ORD50544,2025-05-07,C1083,New,West,Accessories,Sunglasses,Online,82.59,1,0.05,7.81,78.46,false
ORD50757,2025-02-19,C1106,Returning,West,Apparel,Wool Sweater,Online,112.08,2,0.05,10.76,212.95,false
ORD50322,2025-11-30,C1101,Returning,West,Beauty,Perfume,Online,35.95,3,0,5.39,107.85,true
ORD50798,2025-11-24,C1043,New,Midwest,Apparel,Denim Jacket,In-Store,111.44,2,0.1,0.00,200.59,false
ORD50093,2025-11-11,C1024,Returning,West,Apparel,Summer Dress,Online,98.56,2,0.4,7.09,118.27,true
ORD50103,2025-05-04,C1031,VIP,South,Apparel,Classic Tee,Online,112.79,5,0.1,0.00,507.56,false
ORD50409,2025-11-30,C1115,VIP,Midwest,Apparel,Denim Jacket,Online,181.96,2,0.1,5.34,327.53,false
ORD50027,2025-11-05,C1066,Returning,South,Beauty,Hand Cream,Online,42.29,2,0.15,11.30,71.89,false
ORD50458,2025-02-02,C1074,New,West,Beauty,Lip Balm,In-Store,53.81,1,0.1,0.00,48.43,false
